ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_MajorAxisLength,AreaShape_MinorAxisLength,AreaShape_Orientation,Location_Center_X,Location_Center_Y,Location_Center_Z,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
295,30,248,325.3669355,56.60887097,41.47165606,7.870919881,-20.24587173,325.3669355,56.60887097,0,0,0
295,31,174,398.0977011,51.83908046,29.26649913,7.837966233,-10.64865748,398.0977011,51.83908046,0,0,0
295,32,58,235.5172414,46.46551724,13.39103637,6.099843264,-32.11625918,235.5172414,46.46551724,0,0,0
295,33,404,362.6014851,81.59405941,79.87870982,7.572502937,-0.245588207,362.6014851,81.59405941,0,0,0
295,34,119,317.092437,54.44537815,21.89915529,7.001118244,-8.589336067,317.092437,54.44537815,0,0,0
295,35,225,299.2755556,62.59111111,35.48725077,8.174797798,-10.85869015,299.2755556,62.59111111,0,0,0
295,36,211,385.1658768,57.96682464,29.67191126,9.105564219,29.37008182,385.1658768,57.96682464,0,0,0
295,37,243,120.9917695,61.2962963,32.36017414,9.664634058,-11.39457233,120.9917695,61.2962963,0,0,0
295,38,327,426.8256881,57.44954128,50.97761091,8.482993983,66.83970921,426.8256881,57.44954128,0,0,0
295,39,161,308.0621118,60.98136646,23.85584895,8.620292946,-18.88586053,308.0621118,60.98136646,0,0,0
295,40,130,286.0692308,60.92307692,21.58399014,7.72149901,-13.5789841,286.0692308,60.92307692,0,0,0
295,41,192,227.2864583,64.26041667,32.85705046,7.567445528,-36.11590377,227.2864583,64.26041667,0,0,0
295,42,47,410.1702128,59.17021277,10.68304675,6.007855863,34.25138205,410.1702128,59.17021277,0,0,0
295,43,173,526.0693642,60.72254335,25.49898112,8.759251033,80.90014987,526.0693642,60.72254335,0,0,0
295,44,217,472.0829493,62.48847926,29.11854073,9.628023354,78.21852198,472.0829493,62.48847926,0,0,0
295,45,1177,138.924384,115.7060323,141.1932532,13.46572891,-28.35700279,138.924384,115.7060323,0,0,0
295,46,371,201.9487871,75.25606469,51.21997174,9.46807523,-40.15231684,201.9487871,75.25606469,0,0,0
295,47,313,387.456869,75.39297125,45.87953699,9.443564866,36.83831985,387.456869,75.39297125,0,0,0
295,48,173,410.3988439,68.15028902,27.56977735,8.109486429,44.80686355,410.3988439,68.15028902,0,0,0
295,49,177,433.3728814,68.29943503,27.520767,8.287838511,61.83651395,433.3728814,68.29943503,0,0,0
295,50,227,555.9251101,70.18942731,35.83344681,8.501140712,-63.96715044,555.9251101,70.18942731,0,0,0
295,51,209,49.99521531,76.29186603,27.85688059,9.623001453,-10.2264627,49.99521531,76.29186603,0,0,0
295,52,104,38.91346154,71.33653846,17.46667823,7.710041328,1.940295018,38.91346154,71.33653846,0,0,0
295,53,144,98.05555556,72.39583333,20.15670362,9.209649225,-31.77313326,98.05555556,72.39583333,0,0,0
295,54,318,355.4245283,88.37106918,54.2314584,9.090771593,-0.872613166,355.4245283,88.37106918,0,0,0
295,55,87,519.9655172,68.54022989,14.09779413,7.905354944,83.39755463,519.9655172,68.54022989,0,0,0
295,56,163,406.3496933,74.51533742,26.37339411,7.961892277,48.81167667,406.3496933,74.51533742,0,0,0
295,57,224,472.7053571,75,27.84257925,10.31512239,49.65436464,472.7053571,75,0,0,0
295,58,141,495.2198582,74.92907801,21.7957261,8.299805392,28.27367172,495.2198582,74.92907801,0,0,0
295,59,427,494.2786885,90.72833724,53.37185691,10.64744134,27.05764386,494.2786885,90.72833724,0,0,0
295,60,117,368.9487179,80.41025641,22.90823908,6.681951797,4.662646349,368.9487179,80.41025641,0,0,0
295,61,82,431.1097561,75.59756098,16.70949094,6.503963286,50.3228019,431.1097561,75.59756098,0,0,0
295,62,310,278.7419355,95.7,56.68347858,7.206647239,-18.31377876,278.7419355,95.7,0,0,0
295,63,78,291.2692308,79.24358974,15.27917985,6.712146381,-10.00337435,291.2692308,79.24358974,0,0,0
295,64,182,322.2692308,85.78571429,32.49680972,7.238271266,-15.48553386,322.2692308,85.78571429,0,0,0
295,65,84,399.5119048,78.08333333,15.05317238,7.221202504,47.33512582,399.5119048,78.08333333,0,0,0
295,66,137,518.7080292,77.59854015,22.64309942,7.993880271,79.494371,518.7080292,77.59854015,0,0,0
295,67,45,345.4,83.77777778,16.58246751,3.919252061,-11.61509385,345.4,83.77777778,0,0,0
295,68,165,327.7818182,90.09090909,30.56047164,6.938696347,-15.19617164,327.7818182,90.09090909,0,0,0
295,69,110,99.02727273,84.11818182,13.64243905,10.40862114,-44.86362426,99.02727273,84.11818182,0,0,0
295,70,180,41.59444444,90.48333333,26.06429123,9.012029361,8.862234738,41.59444444,90.48333333,0,0,0
295,71,219,205.8858447,91.96803653,34.68995129,8.151463497,-36.96327261,205.8858447,91.96803653,0,0,0
295,72,253,481.0513834,91.91304348,33.75759107,9.657829782,52.00666488,481.0513834,91.91304348,0,0,0
295,73,138,516.2971014,88.13043478,17.34789158,10.57633638,0.268834583,516.2971014,88.13043478,0,0,0
295,74,163,382.6503067,94.09202454,27.46029847,7.76728675,-8.827755001,382.6503067,94.09202454,0,0,0
295,75,182,544.7087912,85.45604396,30.30507602,7.788078895,84.70131954,544.7087912,85.45604396,0,0,0
295,76,129,349.620155,94.09302326,23.08019634,7.20391061,-1.292873541,349.620155,94.09302326,0,0,0
295,77,174,507.1551724,95.04597701,24.72786667,8.999283034,15.92059139,507.1551724,95.04597701,0,0,0
295,78,224,175.3705357,99.44642857,31.44439567,9.130413914,-25.82359332,175.3705357,99.44642857,0,0,0
295,79,346,118.4190751,104.6156069,44.70706322,10.12695676,-31.33041777,118.4190751,104.6156069,0,0,0
295,80,116,393.6982759,97.89655172,21.89610583,7.232705972,22.17579047,393.6982759,97.89655172,0,0,0
295,81,168,541.1130952,98.81547619,23.60722284,9.146796282,33.51721556,541.1130952,98.81547619,0,0,0
295,82,262,566.0114504,107.4236641,36.43737752,9.273250746,16.20112264,566.0114504,107.4236641,0,0,0
295,83,91,571.6923077,98.28571429,17.28666954,7.021053763,-1.534840731,571.6923077,98.28571429,0,0,0
295,84,223,300.4887892,110.6726457,38.9128996,7.425424244,-8.643000605,300.4887892,110.6726457,0,0,0
295,85,145,182.4344828,103.0896552,22.96068097,8.135247643,-31.24177927,182.4344828,103.0896552,0,0,0
295,86,273,99.59340659,111.8278388,30.98738969,11.2384778,-9.97370774,99.59340659,111.8278388,0,0,0
295,87,57,139.2105263,104.0175439,9.67489149,7.585648154,-44.21746546,139.2105263,104.0175439,0,0,0
295,88,63,282.9047619,105.7777778,12.6326798,6.452819774,-23.77436964,282.9047619,105.7777778,0,0,0
295,89,172,209.5755814,112.6104651,28.58426693,7.700922393,-31.10892493,209.5755814,112.6104651,0,0,0
295,90,233,391.5107296,118.9270386,43.04823438,7.145232402,10.24867577,391.5107296,118.9270386,0,0,0
295,91,414,85.97584541,126.3478261,51.96793586,10.35025169,10.11489833,85.97584541,126.3478261,0,0,0
295,92,48,288.5416667,108.8125,10.46391853,5.908987328,-4.143898035,288.5416667,108.8125,0,0,0
295,93,477,330.3249476,142.0293501,83.33812698,7.681616481,8.353927907,330.3249476,142.0293501,0,0,0
295,94,59,407.440678,113.2372881,15.35443836,4.991106594,7.898581236,407.440678,113.2372881,0,0,0
295,95,151,530.9933775,109.8344371,24.74148205,7.871647435,-83.32821304,530.9933775,109.8344371,0,0,0
295,96,56,415.5535714,115.0357143,17.16079411,5.155935994,14.75171809,415.5535714,115.0357143,0,0,0
295,97,125,131.384,115.464,19.13522831,8.360323292,-30.76247922,131.384,115.464,0,0,0
295,98,196,185.0102041,119.5765306,29.85947398,8.407364833,-39.98364736,185.0102041,119.5765306,0,0,0
295,99,219,118.2100457,123.3242009,30.5932508,9.13239062,-32.32635216,118.2100457,123.3242009,0,0,0
295,100,61,340.7704918,120.2131148,17.09509671,5.091748505,-14.30006171,340.7704918,120.2131148,0,0,0
295,101,226,161.0442478,118.9690265,29.45052813,9.938762983,-77.73973395,161.0442478,118.9690265,0,0,0
295,102,105,334.6666667,123.7238095,21.06907305,6.452070794,0.419614793,334.6666667,123.7238095,0,0,0
295,103,108,512.9074074,119.5740741,18.01836774,8.165109552,59.28218113,512.9074074,119.5740741,0,0,0
295,104,124,529.1209677,119.2903226,22.59149214,7.249681762,68.46132388,529.1209677,119.2903226,0,0,0
295,105,109,545.8165138,123.1284404,18.87712529,7.497287047,-10.14238041,545.8165138,123.1284404,0,0,0
295,106,52,355.5,120.6346154,12.88896409,5.84808076,-19.08749003,355.5,120.6346154,0,0,0
295,107,127,562.511811,127.9527559,23.62088746,7.069953012,-0.894396111,562.511811,127.9527559,0,0,0
295,108,271,345.1402214,140.1512915,47.9319509,8.014886689,-5.282638157,345.1402214,140.1512915,0,0,0
295,109,248,265.75,138.9314516,44.32779444,7.446833475,-16.19715332,265.75,138.9314516,0,0,0
295,110,115,289.8173913,134.6695652,31.97372939,5.150779988,-12.67293235,289.8173913,134.6695652,0,0,0
295,111,161,204.3043478,130.9751553,26.12082205,7.9148923,-38.62636251,204.3043478,130.9751553,0,0,0
295,112,225,154.3688889,129.3377778,30.49839261,9.45238093,-74.94355223,154.3688889,129.3377778,0,0,0
295,113,152,359.3421053,138.4144737,29.37407201,6.791292214,-12.6145873,359.3421053,138.4144737,0,0,0
295,114,303,102.7887789,141.8745875,35.40298396,10.97250735,15.79914077,102.7887789,141.8745875,0,0,0
295,115,184,428.6793478,144.1576087,36.91991075,6.757238035,21.58829538,428.6793478,144.1576087,0,0,0
295,116,288,568.7361111,144.7638889,45.38998506,8.284441561,-19.47460588,568.7361111,144.7638889,0,0,0
295,117,220,187.8318182,138.1863636,33.41482248,8.492002206,-44.69960791,187.8318182,138.1863636,0,0,0
295,118,62,418.2096774,134.9677419,14.64477675,5.68280754,11.7212531,418.2096774,134.9677419,0,0,0
295,119,95,294.6842105,140.7157895,20.11829019,6.233027546,-7.783900075,294.6842105,140.7157895,0,0,0
295,120,234,151.4444444,141.7307692,33.16542955,9.092535214,-55.47543009,151.4444444,141.7307692,0,0,0
295,121,95,300.9789474,142.0631579,20.06667787,6.069305784,-10.43391341,300.9789474,142.0631579,0,0,0
295,122,264,36.14772727,148.3409091,32.74619843,10.31440265,18.89778382,36.14772727,148.3409091,0,0,0
295,123,205,134.7365854,146.7853659,30.22618676,8.757079998,-30.46929299,134.7365854,146.7853659,0,0,0
295,124,237,365.7299578,154.2447257,36.07094972,8.442531538,5.39328683,365.7299578,154.2447257,0,0,0
295,125,396,49.62121212,160.4267677,50.53266156,10.26457759,7.902872302,49.62121212,160.4267677,0,0,0
295,126,229,200.9650655,160.1179039,42.23551007,7.211593262,-16.42321832,200.9650655,160.1179039,0,0,0
295,127,138,305.8405797,151.6811594,24.86725305,7.084859566,-1.544207565,305.8405797,151.6811594,0,0,0
295,128,322,351.636646,162.3913043,50.92562772,8.252579828,1.133069681,351.636646,162.3913043,0,0,0
295,129,122,397.3934426,145.2622951,19.02389192,8.235622539,64.21071387,397.3934426,145.2622951,0,0,0
295,130,268,185.7873134,159.1007463,43.53946872,8.409047477,-26.44957815,185.7873134,159.1007463,0,0,0
295,131,232,374.1853448,158.7672414,38.32506216,7.925126183,9.299082277,374.1853448,158.7672414,0,0,0
295,132,161,424.9503106,153.621118,28.20217304,7.461070024,33.58356022,424.9503106,153.621118,0,0,0
295,133,193,326.3367876,159.7150259,34.26700858,7.353749692,4.266879865,326.3367876,159.7150259,0,0,0
295,134,307,406.2833876,161.8273616,47.75488649,8.38345423,49.62332022,406.2833876,161.8273616,0,0,0
295,135,282,59.17730496,163.8971631,36.29835295,10.03532401,5.86782012,59.17730496,163.8971631,0,0,0
295,136,122,179.2704918,157.6557377,19.8605031,7.834458811,-30.13433733,179.2704918,157.6557377,0,0,0
295,137,154,512.1688312,157.2207792,27.17250589,7.304384292,59.3548783,512.1688312,157.2207792,0,0,0
295,138,350,32.98,172.7,49.31480007,9.608245405,19.42627838,32.98,172.7,0,0,0
295,139,264,136.5909091,163.7083333,41.37022114,8.21930135,-59.7358002,136.5909091,163.7083333,0,0,0
295,140,88,413.7727273,158.8295455,15.09578683,9.210097594,31.83478683,413.7727273,158.8295455,0,0,0
295,141,161,169.3291925,163.7080745,21.92903945,9.446544809,9.054504335,169.3291925,163.7080745,0,0,0
295,142,409,537.2322738,177.4889976,69.60833214,9.341433243,-47.95149149,537.2322738,177.4889976,0,0,0
295,143,142,360.5140845,169.1971831,24.68645718,7.560742477,11.71707202,360.5140845,169.1971831,0,0,0
295,144,348,432.5718391,181.9109195,58.92432193,7.871951463,26.66672894,432.5718391,181.9109195,0,0,0
295,145,156,538.2692308,167.3141026,29.34302192,7.085016065,-41.93960852,538.2692308,167.3141026,0,0,0
295,146,129,387.0542636,169.4418605,23.33055027,7.182216118,21.05438753,387.0542636,169.4418605,0,0,0
295,147,600,406.8983333,198.5566667,94.99258571,8.460412052,22.98123488,406.8983333,198.5566667,0,0,0
295,148,144,525.4097222,171.6111111,25.91021627,7.88102395,-14.41566729,525.4097222,171.6111111,0,0,0
295,149,136,186.6102941,173.125,25.7540082,7.074682391,-21.54463361,186.6102941,173.125,0,0,0
295,150,285,408.4912281,183.1964912,43.95946721,8.492656686,21.32056427,408.4912281,183.1964912,0,0,0
295,151,119,344.9243697,177.5210084,21.71319626,7.124454725,1.716590926,344.9243697,177.5210084,0,0,0
295,152,156,445.6153846,179.1089744,27.07117237,7.570515477,36.93325324,445.6153846,179.1089744,0,0,0
295,153,277,389.4981949,191.1407942,51.33234334,7.218734685,22.13254266,389.4981949,191.1407942,0,0,0
295,154,447,378.3713647,201.2796421,72.58375666,8.156028486,19.74833194,378.3713647,201.2796421,0,0,0
295,155,1258,171.763911,207.7297297,124.7901406,48.1131351,19.33396615,171.763911,207.7297297,0,0,0
295,156,88,267.8977273,183.9659091,23.62659067,4.839054093,-7.735443131,267.8977273,183.9659091,0,0,0
295,157,1868,77.80246253,271.8795503,252.8165199,44.87742126,40.08317793,77.80246253,271.8795503,0,0,0
295,158,145,326.3448276,186.737931,25.8182638,7.276936595,13.22062353,326.3448276,186.737931,0,0,0
295,159,47,416.106383,178.2553191,10.81667968,7.043091985,49.58235012,416.106383,178.2553191,0,0,0
295,160,289,91.92733564,180.6124567,37.96555547,9.823582941,-86.04584852,91.92733564,180.6124567,0,0,0
295,161,243,335.2386831,195.2469136,42.64737644,7.543938976,14.61580247,335.2386831,195.2469136,0,0,0
295,162,224,382.96875,193.0669643,37.01361881,7.976147919,18.80340083,382.96875,193.0669643,0,0,0
295,163,143,443.020979,187.4265734,23.38286401,7.910432268,28.82107915,443.020979,187.4265734,0,0,0
295,164,87,541.6896552,185.4137931,22.74698316,6.037802425,-62.62665841,541.6896552,185.4137931,0,0,0
295,165,98,396.4081633,191.5306122,19.25000517,6.909149222,21.40165798,396.4081633,191.5306122,0,0,0
295,166,276,101.7608696,188.8442029,37.8877764,9.406830732,-86.85643099,101.7608696,188.8442029,0,0,0
295,167,313,199.9936102,205.7859425,49.46155055,8.19589362,-23.72690645,199.9936102,205.7859425,0,0,0
295,168,96,421.25,191.1770833,17.75373106,7.080722476,44.06331484,421.25,191.1770833,0,0,0
295,169,319,65.59874608,190.7366771,42.95863689,9.723373871,-84.7084068,65.59874608,190.7366771,0,0,0
295,170,189,323.4074074,205.2328042,35.65351277,6.796547553,7.879904944,323.4074074,205.2328042,0,0,0
295,171,191,139.6073298,193.3455497,30.55907915,8.025204867,86.5140754,139.6073298,193.3455497,0,0,0
295,172,64,300.34375,199.96875,20.26879528,4.55737729,-2.659345565,300.34375,199.96875,0,0,0
295,173,121,191.5867769,200.8842975,20.11607705,7.726770513,5.485056396,191.5867769,200.8842975,0,0,0
295,174,93,359.8709677,199.3548387,20.80341853,6.042078499,38.08191057,359.8709677,199.3548387,0,0,0
295,175,119,434.5798319,200.3865546,21.37759228,7.187868285,30.93627692,434.5798319,200.3865546,0,0,0
295,176,608,62.20230263,222.4210526,87.98395064,9.461355806,48.75533828,62.20230263,222.4210526,0,0,0
295,177,364,76.23901099,198.1538462,54.44465181,8.744437862,-85.36061522,76.23901099,198.1538462,0,0,0
295,178,298,103.4060403,205.7516779,43.98128592,8.962739081,-58.07645382,103.4060403,205.7516779,0,0,0
295,179,212,347.1839623,213.8962264,41.06956959,6.810873432,18.72195707,347.1839623,213.8962264,0,0,0
295,180,178,429.3146067,207.9719101,35.34363616,6.916492006,43.2229983,429.3146067,207.9719101,0,0,0
295,181,130,558.7769231,203.8692308,21.64528092,7.817907898,39.37080688,558.7769231,203.8692308,0,0,0
295,182,155,249.7806452,211.6903226,32.38336591,6.430305577,-9.960769792,249.7806452,211.6903226,0,0,0
295,183,142,309.0140845,210,30.23252604,6.798275313,2.906363536,309.0140845,210,0,0,0
295,184,149,145.4295302,208.7718121,25.16012217,7.654579922,9.667779112,145.4295302,208.7718121,0,0,0
295,185,307,139.5504886,219.8957655,46.26159575,8.832238762,4.835752254,139.5504886,219.8957655,0,0,0
295,186,216,452.8425926,217.0925926,39.89763131,7.040691304,12.88567188,452.8425926,217.0925926,0,0,0
295,187,127,513.7007874,204.0629921,20.7769529,8.57501898,-61.920431,513.7007874,204.0629921,0,0,0
295,188,222,81.54504505,205.3423423,33.71759715,8.476239463,-81.23530054,81.54504505,205.3423423,0,0,0
295,189,315,556.2,223.1650794,50.66588987,8.538586403,22.93573781,556.2,223.1650794,0,0,0
295,190,321,425.6448598,223.0093458,50.00973859,8.544393257,27.27398977,425.6448598,223.0093458,0,0,0
295,191,249,66.79518072,216.0120482,34.68689065,9.27586448,42.31606737,66.79518072,216.0120482,0,0,0
295,192,44,358.1818182,208.8181818,8.476586577,7.122218222,57.19971796,358.1818182,208.8181818,0,0,0
295,193,258,106.003876,213.6511628,38.57962686,9.140931333,-64.68675416,106.003876,213.6511628,0,0,0
295,194,114,242.2368421,219.2192982,26.79497594,6.185226504,-6.806440494,242.2368421,219.2192982,0,0,0
295,195,172,528.1569767,222.3197674,33.79670735,6.963940809,6.115160472,528.1569767,222.3197674,0,0,0
295,196,368,195.4972826,233.0380435,57.8096236,8.315923193,-23.14065845,195.4972826,233.0380435,0,0,0
295,197,89,354.3820225,214.3820225,15.67047976,7.295657679,32.14885836,354.3820225,214.3820225,0,0,0
295,198,342,396.6812865,231.7894737,54.43870556,8.351171526,14.0223744,396.6812865,231.7894737,0,0,0
295,199,136,518.3970588,217.1838235,19.71960914,8.928657538,23.47385135,518.3970588,217.1838235,0,0,0
295,200,91,446.1758242,217.0879121,16.58866468,7.058632657,13.88494425,446.1758242,217.0879121,0,0,0
295,201,417,344.6235012,241.1007194,72.82662704,7.720586577,23.48222192,344.6235012,241.1007194,0,0,0
295,202,134,546.1716418,222.4552239,24.06119502,7.440524936,22.37471718,546.1716418,222.4552239,0,0,0
295,203,420,353.6571429,245.9785714,76.13272657,7.647954646,22.99088855,353.6571429,245.9785714,0,0,0
295,204,61,301.9672131,222.9016393,13.99826576,5.934713241,2.978989771,301.9672131,222.9016393,0,0,0
295,205,89,294.258427,226.1348315,20.15747509,5.86380333,1.687487758,294.258427,226.1348315,0,0,0
295,206,94,432.7659574,222.787234,17.37095607,7.023532727,27.16140208,432.7659574,222.787234,0,0,0
295,207,252,90.47222222,229.8968254,38.19473405,8.572488658,50.25967192,90.47222222,229.8968254,0,0,0
295,208,225,236.6488889,240.9555556,42.47936822,7.376033707,0.154792777,236.6488889,240.9555556,0,0,0
295,209,376,117.768617,230.662234,35.48900099,15.82006187,88.30881645,117.768617,230.662234,0,0,0
295,210,189,154.8412698,233.6349206,27.43235845,8.909830812,-27.92123773,154.8412698,233.6349206,0,0,0
295,211,257,172.5836576,236.7937743,31.06584591,10.62942091,-5.134866134,172.5836576,236.7937743,0,0,0
295,212,157,447.4012739,231.8726115,26.07921273,7.802936638,41.31362836,447.4012739,231.8726115,0,0,0
295,213,388,39.43814433,248.992268,57.27603817,8.887120253,17.60253958,39.43814433,248.992268,0,0,0
295,214,177,460.7853107,239.3107345,30.36902672,7.612380202,-14.31809891,460.7853107,239.3107345,0,0,0
295,215,171,466.6666667,242.9181287,30.75233363,7.261985752,-10.7228645,466.6666667,242.9181287,0,0,0
295,216,70,544.3142857,234.9857143,13.15435799,7.171912938,17.86211047,544.3142857,234.9857143,0,0,0
295,217,76,202.1447368,236.9210526,16.2216169,6.139006422,-22.16224371,202.1447368,236.9210526,0,0,0
295,218,210,250.0190476,248.1761905,40.29851682,6.804998172,-2.112317894,250.0190476,248.1761905,0,0,0
295,219,92,537.826087,238.1304348,16.97919182,6.977824298,15.07967127,537.826087,238.1304348,0,0,0
295,220,558,85.35842294,251.2437276,84.4673384,9.472716333,57.64330109,85.35842294,251.2437276,0,0,0
295,221,217,362.0599078,249.2764977,42.18863593,6.890828755,25.49858313,362.0599078,249.2764977,0,0,0
295,222,157,445.8152866,240.6369427,25.19251418,7.976529946,43.25722915,445.8152866,240.6369427,0,0,0
295,223,48,289.2916667,240.7708333,14.52077008,4.684639526,9.068609699,289.2916667,240.7708333,0,0,0
295,224,194,112.5979381,246.5824742,30.55708458,8.26508066,28.27317167,112.5979381,246.5824742,0,0,0
295,225,246,153.3536585,251.6747967,42.44748044,7.776202127,-24.33052375,153.3536585,251.6747967,0,0,0
295,226,187,394.144385,249.0962567,34.43025841,7.071869372,15.59091598,394.144385,249.0962567,0,0,0
295,227,157,230.6369427,247.0318471,28.03363561,7.263222957,-4.09323885,230.6369427,247.0318471,0,0,0
295,228,144,367.4375,245.7708333,27.60056534,6.755690077,29.62226631,367.4375,245.7708333,0,0,0
295,229,161,472.0931677,249.4906832,29.67106544,7.00022364,-5.48771774,472.0931677,249.4906832,0,0,0
295,230,278,132.1690647,255.9208633,43.03374036,8.913659812,11.34894816,132.1690647,255.9208633,0,0,0
295,231,162,101.1975309,247.0679012,25.19345253,8.276057011,50.85437457,101.1975309,247.0679012,0,0,0
295,232,94,242.7659574,248.106383,20.85044833,5.859093105,-3.164430378,242.7659574,248.106383,0,0,0
295,233,97,425.0412371,247.6391753,20.17216455,6.36065985,36.51365019,425.0412371,247.6391753,0,0,0
295,234,300,441.4633333,254.9433333,48.70726907,9.404026661,49.86704983,441.4633333,254.9433333,0,0,0
295,235,401,37.04488778,265.3366584,59.36379009,8.912990505,19.42671069,37.04488778,265.3366584,0,0,0
295,236,467,77.66381156,255.3490364,69.89529228,9.537694697,59.19095195,77.66381156,255.3490364,0,0,0
295,237,171,123.7602339,251.6666667,26.18872421,8.394682006,21.19926361,123.7602339,251.6666667,0,0,0
295,238,225,25.22666667,255.5155556,31.45521539,9.252096343,12.818899,25.22666667,255.5155556,0,0,0
295,239,195,449.9025641,252.5846154,31.60715661,8.405319749,59.35098976,449.9025641,252.5846154,0,0,0
295,240,388,566.7912371,278.0721649,65.29620698,7.968751885,13.53907132,566.7912371,278.0721649,0,0,0
295,241,122,477.5819672,261.5737705,30.20855048,6.389262648,-3.17634175,477.5819672,261.5737705,0,0,0
295,242,93,210.2043011,261.1397849,26.36070413,4.67934378,-7.33994867,210.2043011,261.1397849,0,0,0
295,243,175,555.5257143,264.3771429,32.33285814,7.171565072,24.48250615,555.5257143,264.3771429,0,0,0
295,244,45,319.0666667,258.6,12.03894387,4.915897955,-2.838512009,319.0666667,258.6,0,0,0
295,245,441,156.3310658,284.430839,70.2624083,9.235815217,-6.471295253,156.3310658,284.430839,0,0,0
295,246,190,117.9,263.2052632,29.66450382,8.219612706,62.05481473,117.9,263.2052632,0,0,0
295,247,96,293.6458333,267.28125,21.64406484,5.66526444,5.65105453,293.6458333,267.28125,0,0,0
295,248,193,304.3782383,276.5025907,36.6406993,6.869551998,16.13109057,304.3782383,276.5025907,0,0,0
295,249,124,442.2741935,268.983871,26.42071456,6.331951117,36.28573208,442.2741935,268.983871,0,0,0
295,250,176,462.3693182,274.5056818,33.01166568,7.144723766,-12.50255148,462.3693182,274.5056818,0,0,0
295,251,565,89.07433628,280.6460177,83.19181239,9.445646164,56.00595487,89.07433628,280.6460177,0,0,0
295,252,138,87.84782609,269.9202899,22.60027568,7.886992127,52.62530987,87.84782609,269.9202899,0,0,0
295,253,58,470.6206897,269.4137931,12.13317147,6.216195361,-3.634112184,470.6206897,269.4137931,0,0,0
295,254,209,33.94258373,281.062201,29.23704506,9.291101422,26.72199003,33.94258373,281.062201,0,0,0
