ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
10,2,203,399,275,284,256,263,265.2857142857143,273.3546798029557,1.3651413161560266,217,0.9220459524903768,16.07692842495848,1,0.5087719298245614,0.7325248955293553,26.07381594676681,23.853720883753127,5.0,2.4138724976252823,2.23606797749979,9.218048263765136,10.092663962751676,40.02520010340554,59.01219330881976,0.935483870967742,265.2857142857143,273.3546798029557,0,0.0,25.70320260949136,1,1.0,42.27754725680037,0.0,0,2,9.0,2
11,1,258,588,260,266,239,238,248.60077519379848,251.8217054263566,1.6928193443798911,286,0.9566909588278006,18.12445316531431,1,0.4387755102040816,0.590730489535088,34.17738647317989,30.886890422961,4.47213595499958,2.380110444626554,2.23606797749979,9.295565995129683,9.949225011657116,33.34100119726982,74.08326112068522,0.902097902097902,248.60077519379848,251.8217054263566,0,0.0,27.749697427678637,2,1.0,46.95652173913044,0.0,0,1,10.0,1
11,2,220,440,276,285,256,263,265.3454545454546,273.95,1.3832960327096124,229,0.9325876654189038,16.73656774376801,1,0.5,0.7229110590602874,28.07776535205574,25.80697580112788,5.0,2.460424872735829,2.23606797749979,9.124992423320894,10.134488303090428,40.86304044243982,61.840620433565945,0.960698689956332,265.3454545454546,273.95,0,0.0,27.749697427678637,1,1.0,42.44105409153953,0.0,0,2,10.0,2
12,1,272,630,259,266,238,236,247.79044117647055,250.62132352941177,1.783762864800169,302,0.961298783060294,18.609705966725112,1,0.4317460317460317,0.5606126350836593,35.997509403441164,32.64965543462902,4.47213595499958,2.38669806794083,2.23606797749979,9.338695623857552,9.917601273446168,31.22589012961453,78.08326112068524,0.9006622516556292,247.79044117647055,250.62132352941177,0,0.0,29.751770434164523,2,1.0,46.65629860031104,0.0,0,1,11.0,1
12,2,239,528,277,287,255,263,265.5857740585774,274.4644351464435,1.490720453930888,253,0.9426083365076096,17.44431859350499,1,0.4526515151515151,0.670816582252625,30.445264604192044,27.65863337187866,5.0,2.476826134809866,2.23606797749979,9.192388155425116,10.165688164267507,42.571859968483935,66.91168824543142,0.9446640316205532,265.5857740585774,274.4644351464435,0,0.0,29.751770434164523,1,1.0,41.80213655364607,0.0,0,2,11.0,2
13,1,287,672,259,265,238,233,247.09407665505228,249.06271777003485,1.8416052427686824,316,0.9654288005243292,19.11595536035256,1,0.4270833333333333,0.5430045358127852,38.11359571572793,34.438350715445125,4.47213595499958,2.394612672680836,2.23606797749979,9.324344278629736,9.93495272336125,28.988027842778443,81.49747468305833,0.9082278481012658,247.09407665505228,249.06271777003485,0,0.0,31.739450769877926,2,1.0,46.49616368286445,0.0,0,1,12.0,1
13,2,256,552,278,287,255,263,265.88671875,274.640625,1.5013716766931424,266,0.9505152404916444,18.0540666735282,1,0.463768115942029,0.6660575895520805,32.62729677917534,29.8328677803526,5.0,2.501870378686423,2.23606797749979,9.152997240825872,10.136581098575078,42.895919227168605,69.49747468305833,0.962406015037594,265.88671875,274.640625,0,0.0,31.739450769877926,1,1.0,42.37762237762238,0.0,0,2,12.0,2
14,1,314,770,258,266,236,231,245.9904458598726,248.4108280254777,2.0034485837107487,354,0.970939319248881,19.99492978349364,1,0.4077922077922078,0.4991393381046093,41.69228181624463,37.16180835212409,5.0,2.4031014080778137,2.23606797749979,9.28788863197246,9.978038681283053,28.20384472896064,88.91168824543142,0.8870056497175142,245.9904458598726,248.4108280254777,0,0.0,33.80150221336363,2,1.0,46.617283950617285,0.0,0,1,13.0,1
14,2,267,624,279,289,255,263,266.20973782771534,275.49812734082394,1.6206397996738808,285,0.9592335842224442,18.437867513470437,1,0.4278846153846153,0.6170402579285222,35.17561415197614,31.400636936215164,5.0,2.4437794606919816,2.23606797749979,9.1186482656638,9.941137067958142,41.69265250257508,73.74011537017762,0.936842105263158,266.20973782771534,275.49812734082394,0,0.0,33.80150221336363,1,1.0,44.00932400932401,0.0,0,2,13.0,2
15,1,336,798,257,268,236,230,245.80059523809524,248.6547619047619,2.122593716271284,374,0.9758084821989887,20.683531783305643,1,0.4210526315789473,0.4711217188358963,44.9808024926405,40.311288741492746,5.0,2.4007523972432487,2.23606797749979,9.103664774626049,9.83402211804983,23.6235639128473,94.66904755831212,0.8983957219251337,245.80059523809524,248.6547619047619,0,0.0,34.42575451591131,2,1.0,46.61056568489949,0.0,0,1,14.0,1
15,2,290,696,280,291,256,262,266.9862068965517,275.7896551724138,1.7448008230364236,316,0.961732867249822,19.21560480373171,1,0.4166666666666667,0.5731313206625673,37.15520837548991,34.20526275297414,5.0,2.4733366698768866,2.23606797749979,9.6,10.180112958538178,37.85020684852724,79.74011537017762,0.9177215189873418,266.9862068965517,275.7896551724138,0,0.0,34.42575451591131,1,1.0,46.65418811417876,0.0,0,2,14.0,2
16,1,194,360,251,254,236,230,242.47938144329896,241.26288659793812,1.5112771160502607,214,0.9277748873157354,15.716503163191918,1,0.5388888888888889,0.6616920149055859,25.983679402265608,23.769728648009423,4.47213595499958,2.3037848700025,2.0,8.727680894321438,9.69556053796255,21.044511855373926,60.698484809834994,0.9065420560747663,242.47938144329896,241.26288659793812,0,12.8449974565136,21.1473731557618,2,2.0,47.45762711864407,40.70234815184543,3,1,15.0,1
16,2,165,260,258,271,245,251,250.95757575757577,260.6363636363636,1.33576574401049,179,0.8977294833669016,14.494292838262302,1,0.6346153846153846,0.748634260523563,22.01646476909449,19.92485884517128,4.47213595499958,2.276787923338964,2.0,8.778086039709793,9.699290390323014,19.71709842777063,52.62741699796952,0.9217877094972068,250.95757575757577,260.6363636363636,0,153.98026270165926,20.627102778473738,3,2.0,82.90816326530613,21.1473731557618,1,2,15.0,1
16,3,305,759,279,291,256,258,266.67868852459014,273.9901639344262,1.944341493873213,340,0.9683464093596444,19.70629496237749,1,0.4018445322793149,0.5143129451030519,40.09443848236028,36.359317925395686,5.0,2.4117842932946143,2.23606797749979,9.775419353123004,10.00797916494131,31.37556077261425,86.32590180780451,0.8970588235294118,266.67868852459014,273.9901639344262,0,13.174739841827144,20.627102778473738,2,2.0,47.70141101502048,40.70234815184543,1,3,15.0,2
17,1,209,375,251,255,236,230,242.52631578947367,242.10526315789477,1.5449059782042334,228,0.9384150277461925,16.312788383647018,1,0.5573333333333333,0.6472885820290366,28.07835310286673,25.29822128134704,4.47213595499958,2.315158382145008,2.0,8.769230769230768,9.70135485244542,22.127555151920944,63.698484809834994,0.9166666666666666,242.52631578947367,242.10526315789477,0,14.030164841591777,23.05556453979058,2,2.0,48.10841332580464,38.85004377297563,3,1,16.0,1
17,2,173,308,259,275,245,253,251.61271676300575,263.29479768786126,1.427022415167812,188,0.9202255289592356,14.841510746523856,1,0.5616883116883117,0.700759840469923,24.01166178896717,21.840329667841555,4.47213595499958,2.2299027531930653,2.0,8.287269279852582,9.397888839769626,19.87391661876886,55.698484809834994,0.9202127659574468,251.61271676300575,263.29479768786126,0,147.2371464394742,17.404217673002535,3,2.0,80.68459657701712,23.05556453979058,1,2,16.0,2
17,3,325,840,279,291,255,256,266.0369230769231,273.0338461538461,2.034517226269123,361,0.9728469742016108,20.34214472564109,1,0.3869047619047619,0.4915170965810841,43.03174486255367,38.948684188300895,4.47213595499958,2.4032364403471704,2.23606797749979,9.736659990504991,9.95966595415757,29.621385230096003,91.1543289325507,0.9002770083102493,266.0369230769231,273.0338461538461,0,18.73268871893402,17.404217673002535,2,2.0,49.48268106162843,38.85004377297563,1,3,16.0,3
18,1,223,416,251,256,235,230,242.09417040358744,242.63677130044843,1.551665070789895,242,0.9427562973021832,16.85029431422316,1,0.5360576923076923,0.6444689764724403,29.515980603399,26.570660511172846,4.47213595499958,2.3567149454138567,2.23606797749979,8.928837434461133,9.843062386034152,22.33613044106678,65.94112549695429,0.9214876033057852,242.09417040358744,242.63677130044843,0,14.537234231648329,24.715174427956065,2,2.0,48.92655367231639,37.68046263081445,3,1,17.0,1
18,2,186,299,259,277,246,254,251.9516129032258,265.3010752688172,1.4413066846525542,201,0.9287260020933716,15.389040103942165,1,0.6220735785953178,0.6938148630324732,25.40105883117641,23.40939982143925,4.47213595499958,2.289744234318596,2.0,8.538149682454625,9.41786906149365,19.648577861347924,58.04163056034261,0.9253731343283582,251.9516129032258,265.3010752688172,0,141.18902010662424,15.090693151588107,3,2.0,78.69634340222575,24.715174427956065,1,2,17.0,2
18,3,343,888,278,291,254,254,265.31486880466474,272.3119533527697,2.126590693231586,381,0.9761065813287408,20.897874625046462,1,0.3862612612612612,0.4702362345432779,45.72322056701784,41.182520563948,4.47213595499958,2.4056003593555504,2.23606797749979,9.480392854634944,9.935303576024248,28.783258516395964,95.74011537017762,0.9002624671916011,265.31486880466474,272.3119533527697,0,24.27374566172746,15.090693151588107,2,2.0,50.3584229390681,37.68046263081445,1,3,17.0,3
19,1,235,448,251,257,235,229,242.1872340425532,242.4255319148936,1.6288536754167453,254,0.9503013346240926,17.297725082009,1,0.5245535714285714,0.613928688065948,31.323098348010586,28.46049894151541,4.47213595499958,2.361623026500001,2.23606797749979,8.846153846153847,9.751870740816443,21.775897517428607,69.35533905932738,0.9251968503937008,242.1872340425532,242.4255319148936,0,15.371401952795996,26.50097496650748,3,2.0,48.89768230638779,36.46414101113449,2,1,18.0,1
19,2,359,1000,278,291,253,251,264.7409470752089,271.07799442896936,2.305415328237564,404,0.9806395568228892,21.37973331358283,1,0.359,0.4337613217677686,49.404120936042,43.9089968002003,4.47213595499958,2.36796436088008,2.23606797749979,9.050966799187808,9.674389034064724,28.570217229121944,101.9827560572969,0.8886138613861386,264.7409470752089,271.07799442896936,0,32.77393820678638,12.976921659378238,3,2.0,50.45745654162855,36.46414101113449,1,2,18.0,3
19,3,199,336,260,279,246,255,252.4723618090452,266.8492462311558,1.4532659230399272,214,0.9303740140428832,15.91774699517169,1,0.5922619047619048,0.6881053110419116,26.44769174178324,24.35159132377184,5.0,2.348921913509583,2.23606797749979,8.91337623249849,9.696035229440898,22.01701898943188,60.2842712474619,0.9299065420560748,252.4723618090452,266.8492462311558,0,131.85465984041764,12.976921659378238,2,2.0,76.59235668789809,26.50097496650748,1,3,18.0,2
20,1,243,464,251,258,235,229,242.32510288065845,243.28395061728395,1.6673885337091838,263,0.9543375628863864,17.58969042850512,1,0.5237068965517241,0.5997402403718426,32.35026232988323,30.083217912982647,5.0,2.3666947772340583,2.23606797749979,9.060143867320855,9.664004866387328,23.430806315383137,71.35533905932738,0.9239543726235742,242.32510288065845,243.28395061728395,0,16.293665528101215,27.901982325843456,3,2.0,49.53434225844005,34.0755748840446,2,1,19.0,1
20,2,385,1134,278,291,251,249,263.7688311688312,269.76623376623377,2.3948242108358704,429,0.9831061225214984,22.140398025397776,1,0.3395061728395062,0.4175671832092293,52.77164985814744,47.01063709417264,4.47213595499958,2.38696095234331,2.23606797749979,8.906738509927735,9.659136868041642,29.269336706778752,107.63961030678928,0.8974358974358975,263.7688311688312,269.76623376623377,0,47.022215367450656,10.699840466378502,3,2.0,50.68618481244282,34.0755748840446,1,2,19.0,2
20,3,211,437,263,281,244,258,253.09478672985784,269.02369668246445,1.5536674775574617,227,0.9449552376272148,16.39065416446578,1,0.482837528604119,0.6436383682125544,28.904104686820308,26.627053911388696,4.47213595499958,2.303717921632903,2.23606797749979,8.666704373975286,9.457412403564572,34.15240583461363,64.18376618407356,0.9295154185022028,253.09478672985784,269.02369668246445,0,116.68411910444814,10.699840466378502,2,2.0,73.30677290836654,27.901982325843456,1,3,19.0,3
21,1,260,527,252,261,235,230,242.5346153846154,244.6346153846154,1.8038266854018656,282,0.9620303030485564,18.19456736586892,1,0.493358633776091,0.5543769853793991,35.14024543045225,32.202484376209235,4.47213595499958,2.3511021513504744,2.23606797749979,8.727680894321438,9.5912720845572,22.105099941908268,76.76955262170047,0.9219858156028368,242.5346153846154,244.6346153846154,0,24.00763625895888,19.29704361523821,2,2.0,50.23337222870478,30.57494723731931,3,1,20.0,1
21,2,188,330,265,269,250,247,256.93617021276594,257.47872340425533,1.437921005594026,204,0.927498683769324,15.471555655790098,1,0.5696969696969697,0.6954484955081977,25.50584037770712,23.259406699226016,4.47213595499958,2.2880556165405044,2.0,8.727680894321438,9.534756974160636,23.849207209215383,58.284271247461895,0.9215686274509804,256.93617021276594,257.47872340425533,0,124.75993033585176,15.141746927412076,3,3.0,97.12962962962963,19.29704361523821,1,2,20.0,2
21,3,232,494,265,286,246,260,255.09913793103448,272.5086206896552,1.6336304181560315,252,0.9522289148739188,17.186959427966244,1,0.4696356275303643,0.6121335578023546,31.38693591966235,28.653097563788805,4.47213595499958,2.330574804919482,2.23606797749979,8.844144058085648,9.58510433107299,32.60396471093119,69.01219330881975,0.9206349206349206,255.09913793103448,272.5086206896552,0,108.06454674863016,15.141746927412076,2,3.0,70.70063694267516,20.01181535328345,4,3,20.0,3
21,4,212,24205,496,370,261,267,273.2311320754717,280.97641509433964,1.777032479902077,2966,0.9894142064491528,16.42944866646031,2,0.0087585209667424,0.5627359158089811,134.03119980209715,254.4720023892609,4.47213595499958,2.244102178696911,2.23606797749979,19.21859857017649,19.45047549229177,67.35990236883558,68.80508652763321,0.0714767363452461,273.2311320754717,280.97641509433964,0,30.22685162997509,20.01181535328345,3,2.0,50.38797284190107,28.594882354527915,2,4,20.0,2
22,1,278,561,252,262,235,229,242.63669064748203,245.4496402877698,1.867414362820173,304,0.9663391183929604,18.81384047546846,1,0.4955436720142602,0.5354997904641785,37.45266760989095,34.17601498127012,4.47213595499958,2.364784716739792,2.23606797749979,8.854044379642312,9.635510056543836,21.098759122762573,80.76955262170046,0.9144736842105264,242.63669064748203,245.4496402877698,0,27.74363758914357,16.372853787930122,2,2.0,50.38484310242748,32.506892249762345,3,1,21.0,1
22,2,205,384,264,268,248,244,255.6390243902439,255.4,1.54621460957648,226,0.937268884050834,16.15593100600236,1,0.5338541666666666,0.646740752419813,27.63317198190944,25.079872407968907,5.0,2.3217303304832546,2.0,8.895127186905922,9.633125054013266,22.059907822927837,63.11269837220809,0.9070796460176992,255.6390243902439,255.4,0,129.32544824558215,16.372853787930122,1,3.0,85.01387604070305,19.562166593964676,3,2,21.0,2
22,3,247,567,267,289,246,262,256.2874493927126,274.9514170040486,1.72888362039399,267,0.9591039110263052,17.733870630789692,1,0.4356261022927689,0.5784079322656276,33.67429121756293,30.52867504494749,4.47213595499958,2.325050226175145,2.23606797749979,8.647607523461522,9.531650020155558,32.9743485738678,73.25483399593904,0.9250936329588016,256.2874493927126,274.9514170040486,0,109.891768182214,12.873623675945987,4,3.0,64.9164677804296,19.562166593964676,2,3,21.0,3
22,4,222,468,278,292,260,266,268.5315315315315,278.92792792792795,1.6379649146074855,240,0.954517614183594,16.812470934731934,1,0.4743589743589743,0.610513687492284,31.045786907059743,28.30194339616981,4.47213595499958,2.292745856150444,2.23606797749979,8.450187002508198,9.256442027377664,30.25093691236278,67.59797974644667,0.925,268.5315315315315,278.92792792792795,0,43.2865087676096,12.873623675945987,3,2.0,50.59031877213695,26.828718436964607,2,4,21.0,4
23,1,296,630,252,264,234,229,242.4189189189189,246.0,1.996868021590397,326,0.971610689230744,19.413369239820483,1,0.4698412698412698,0.5007842226866622,40.34104007903296,36.76955262170047,4.47213595499958,2.349991982615524,2.23606797749979,8.799883874482637,9.544102559649208,20.454180483886045,86.18376618407356,0.9079754601226994,242.4189189189189,246.0,0,31.645838610076677,14.25025416204161,2,2.0,50.44883303411131,35.18840944157789,3,1,22.0,1
23,2,223,416,263,267,247,241,254.42152466367716,253.68161434977577,1.5793558825625214,242,0.945825277619623,16.85029431422316,1,0.5360576923076923,0.6331695161558455,29.848957774076883,26.92582403567252,4.47213595499958,2.341249331758459,2.23606797749979,8.666224568741688,9.691242018001953,23.5356954667335,66.52691193458118,0.9214876033057852,254.42152466367716,253.68161434977577,0,130.38800263846062,14.25025416204161,1,3.0,83.27171903881701,24.23898203042273,3,2,22.0,2
23,3,265,638,269,293,247,264,257.6981132075472,277.6981132075472,1.8308811291533809,289,0.9651622471302556,18.36868202552426,1,0.4153605015673981,0.5461851040337123,36.302591748601024,33.015148038438355,4.47213595499958,2.332080010672424,2.23606797749979,8.51658316704544,9.49865042647082,32.80256670864948,78.08326112068522,0.916955017301038,257.6981132075472,277.6981132075472,0,103.14411149558816,10.476159236388863,4,3.0,58.3134447096261,24.23898203042273,2,3,22.0,3
23,4,234,513,278,293,259,266,268.12820512820514,278.6794871794872,1.714905257674391,251,0.9613647069496076,17.26088217525478,1,0.4561403508771929,0.5831225926475466,33.18592193198376,30.23243291566195,4.47213595499958,2.280558499440797,2.23606797749979,8.231932086840425,9.13534957310156,31.221382983965192,71.01219330881976,0.9322709163346612,268.12820512820514,278.6794871794872,0,55.8882589112612,10.476159236388863,3,2.0,50.85751978891821,28.509064091392016,2,4,22.0,4
24,1,318,777,255,266,234,229,243.1572327044025,247.08490566037736,2.1489802037733363,365,0.9750159309671752,20.12188299403865,1,0.4092664092664093,0.4653369994959129,43.92484738479909,39.395431207184416,4.47213595499958,2.332716211491324,2.23606797749979,9.430181259343364,9.757243614317392,23.1273822516031,92.66904755831212,0.8712328767123287,243.1572327044025,247.08490566037736,0,43.45248317202358,11.681420986621692,2,2.0,50.801479654747226,36.03962673674582,3,1,23.0,1
24,2,237,513,264,265,245,238,254.0337552742616,251.34599156118145,1.6653781133659118,256,0.9539466863009044,17.371176474327626,1,0.4619883040935672,0.6004642381055978,32.01592089238993,29.068883707497267,4.47213595499958,2.339650830878217,2.23606797749979,8.497058314499201,9.604014242324087,28.41905550391824,70.42640687119285,0.92578125,254.0337552742616,251.34599156118145,0,120.29550275056437,11.681420986621692,1,2.0,82.43992606284658,28.706675959750974,3,2,23.0,2
24,3,290,780,272,295,246,265,258.4758620689655,279.7068965517241,1.9085022582626203,317,0.9691838020334084,19.21560480373171,1,0.3717948717948718,0.5239710855308793,39.21373493935288,35.805027579936315,4.47213595499958,2.3676850703649173,2.23606797749979,8.8,9.659860706652596,37.710602134623535,83.39696961966999,0.9148264984227128,258.4758620689655,279.7068965517241,0,88.47198556994483,9.25129015916227,4,2.0,55.45580110497237,28.706675959750974,2,3,23.0,3
24,4,249,616,279,293,257,265,267.574297188755,278.03212851405624,1.7934528279015955,266,0.9678421727144184,17.805522925178455,1,0.4042207792207792,0.5575836645617471,35.84463233500368,32.449961479175904,4.242640687119285,2.272283234721945,2.23606797749979,8.279091290785244,9.01701124173564,35.801973700904185,74.91168824543144,0.9360902255639098,267.574297188755,278.03212851405624,0,73.52657365477967,9.25129015916227,3,2.0,57.38786279683377,29.92484220185201,2,4,23.0,4
25,1,338,858,256,268,234,229,243.6153846153846,248.4023668639053,2.238000451229053,394,0.9770005887757112,20.7449985808745,1,0.3939393939393939,0.4468274344854692,46.56169183567605,42.04759208325728,4.47213595499958,2.3441052428060964,2.23606797749979,9.65763996239255,9.928657070442284,25.498575763704512,97.49747468305831,0.8578680203045685,243.6153846153846,248.4023668639053,0,52.36919354130245,10.896599632179372,2,3.0,51.1826544021025,35.064204547974164,4,1,24.0,1
25,2,256,580,265,266,245,237,254.21484375,250.9296875,1.7879440530520474,280,0.9603771174089916,18.0540666735282,1,0.4413793103448276,0.5593016170125598,34.483740859043934,31.38470965295043,4.47213595499958,2.3434066157072886,2.23606797749979,8.74642784226795,9.610748639579493,30.526089175069856,75.84062043356595,0.9142857142857144,254.21484375,250.9296875,0,110.73496385805517,10.896599632179372,1,2.0,78.13653136531366,29.692753410149567,4,2,24.0,2
25,3,261,725,280,294,255,265,267.52107279693485,278.7662835249042,1.8937616771425352,281,0.9715898829269785,18.229523339239496,1,0.36,0.5280495492489229,37.84633124148239,34.20526275297414,4.242640687119285,2.270494285159377,2.23606797749979,8.194360315705342,8.957124036278756,39.42183984408795,78.8111831820431,0.9288256227758008,267.52107279693485,278.7662835249042,0,74.07234199484755,9.65689011952178,4,3.0,57.712765957446805,30.85339219118712,2,3,24.0,4
25,4,313,870,273,296,244,266,258.0,280.3801916932907,1.9267328555860608,339,0.9737770830283586,19.963065333312567,1,0.3597701149425287,0.5190133116278991,42.45544975973339,38.2099463490856,5.0,2.40438206670372,2.23606797749979,8.936848249644175,9.65879607716889,41.91488906194853,87.05382386916237,0.9233038348082596,258.0,280.3801916932907,0,87.70314274007275,9.65689011952178,3,2.0,54.33884297520661,29.692753410149567,2,4,24.0,3
26,1,193,312,246,252,233,228,239.23316062176167,239.22279792746116,1.4864071401510006,209,0.9334666438462844,15.67594437773643,1,0.6185897435897436,0.6727631837791174,26.365700503916173,24.04163056034261,4.47213595499958,2.2850859499972414,2.0,8.516354964818719,9.45643348384401,16.157724973268454,60.04163056034261,0.9234449760765552,239.23316062176167,239.22279792746116,0,25.459551520421844,19.50176957209067,2,3.0,50.33422459893048,21.61808238178889,3,1,25.0,1
